order_item_id,order_id,product_id,quantity,selling_price,discount_percent
115,1133,858,3,17385,31
116,8992,625,1,10119,14
117,6636,367,3,21023,4
118,6167,591,2,12107,57
119,372,902,3,29521,56
120,2247,840,1,14328,47
121,9890,66,5,23494,11
122,9475,64,3,17220,37
123,2280,227,4,8904,62
124,232,231,4,24123,42
125,2393,407,4,37014,52
126,140,644,5,20293,22
127,2703,392,4,19984,56
128,1646,428,1,37986,39
129,1007,253,4,22223,43
130,8241,235,4,6200,10
131,3047,283,4,35503,37
132,504,138,4,37413,32
133,1836,749,3,42118,25
134,8295,519,1,29668,52
135,2202,510,5,26521,40
136,838,931,3,31897,68
137,4253,292,2,15875,37
138,2189,501,5,23170,61
139,5001,821,3,16426,58
140,9661,935,5,10766,22
141,4715,192,3,673,44
142,4581,709,2,11274,15
143,4919,22,5,8006,51
144,7754,122,4,8900,67
145,6091,330,2,44276,4
146,8953,739,4,9062,49
147,7064,956,5,33424,22
148,3882,870,5,7351,43
149,138,821,1,14443,16
150,5755,671,2,2075,42
151,6050,882,4,14206,26
152,7988,466,2,38408,13
153,2591,180,3,7534,46
154,8020,544,1,38684,15
155,1917,227,1,11088,56
156,3894,360,2,9762,46
157,2328,571,3,19186,22
158,5568,128,4,1938,39
159,8118,319,5,39728,60
160,1122,72,2,35500,41
161,9971,974,2,21576,44
162,8414,918,5,8746,10
163,5732,935,3,9569,68
164,2853,919,3,35483,55
165,7929,163,2,11749,54
166,3312,805,1,21818,55
167,4,85,5,7893,18
168,8742,956,4,36835,37
169,7736,157,4,23224,42
170,6505,106,4,15941,17
171,7203,49,3,30730,4
172,9713,847,1,4239,16
173,6485,751,5,36509,42
174,4773,579,1,6370,53
175,3877,293,2,39510,12
176,1428,785,3,28245,48
177,8879,775,3,7914,39
178,6338,988,2,26639,12
179,161,531,2,36185,52
180,6052,256,1,28542,70
181,2370,334,5,14406,11
182,6537,438,1,910,25
183,7213,712,2,44008,65
184,4768,978,5,37151,37
185,4440,698,3,29676,25
186,4789,31,3,7746,57
187,4768,756,1,31139,37
188,5675,921,1,18667,64
189,4006,216,2,37526,22
190,3969,907,4,31048,25
191,5787,41,4,338,64
192,914,834,4,30340,7
193,5515,192,1,660,58
194,7008,737,4,43019,5
195,5852,959,1,21251,65
196,2425,959,4,21128,10
197,8404,972,5,2400,52
198,3428,382,2,27934,49
199,8134,782,3,28531,13
200,1051,665,2,34013,34
201,4260,15,2,31127,55
202,3447,533,3,28206,49
203,1102,52,5,26993,19
204,8000,8,1,16804,49
205,9035,648,1,25504,27
206,2378,728,4,7514,10
207,9707,580,5,33118,28
208,1734,573,5,19525,68
209,2107,490,1,22310,52
210,8598,341,1,15992,59
211,6898,755,1,38856,13
212,8519,524,4,1750,56
213,2051,701,2,370,52
214,1418,135,3,10906,16
215,3684,703,2,16074,65
216,6615,110,4,7183,43
217,7988,813,4,599,25
218,7552,80,3,41507,31
219,2255,119,4,23383,54
220,5647,820,3,30379,31
221,6061,976,1,5376,11
222,2090,883,3,23273,55
223,5531,772,1,46964,49
224,7468,220,2,38532,60
225,4127,98,5,1039,24
226,1524,424,2,15474,36
227,5469,125,1,18955,24
228,203,207,4,17463,39
229,8275,607,4,36257,41
230,4846,457,4,16497,40
231,8829,312,2,7186,14
232,8003,528,2,22656,22
233,5406,109,3,37842,65
234,7719,557,3,1534,5
235,952,922,2,43292,8
236,5085,349,4,26082,47
237,6813,56,3,22354,53
238,7026,635,2,1111,69
239,4804,503,4,8794,62
240,1422,81,2,27998,43
241,8498,763,2,20936,33
242,418,885,4,20653,47
243,2218,796,5,29201,57
244,6008,432,4,30440,20
245,699,973,4,10731,63
246,3872,647,5,20184,29
247,7219,220,4,41741,58
248,1556,263,1,27234,32
249,1999,208,1,8621,66
250,901,191,1,24538,27
251,4512,688,1,33518,31
252,8375,344,2,35790,61
253,7957,754,2,35274,17
254,869,836,2,15912,10
255,6511,681,4,24948,36
256,5893,923,1,37950,64
257,8336,955,5,26107,63
258,7652,734,5,25202,70
259,5729,525,5,2982,62
260,5825,635,4,1152,61
261,9811,88,1,24310,58
262,4813,940,4,23935,8
263,888,663,4,7079,22
264,9357,820,3,30690,12
265,3346,22,2,9064,63
266,6517,687,4,30701,66
267,9936,878,5,5189,67
268,343,309,2,33036,23
269,5423,965,1,7610,29
270,2291,51,3,32388,12
271,2760,99,1,34135,56
272,1560,417,2,38236,27
273,9222,346,3,19512,47
274,4075,488,5,8831,53
275,497,884,5,6953,34
276,9294,806,2,34917,61
277,5200,56,2,21152,66
278,7279,980,4,7740,8
279,9303,147,4,20268,52
280,1861,503,2,8037,42
281,6620,308,1,28946,35
282,1975,739,3,8812,25
283,8391,957,2,45761,38
284,9444,572,5,955,46
285,1088,251,2,2523,6
286,5436,33,5,38477,5
287,484,320,2,29851,35
288,7392,107,1,40067,27
289,3004,415,2,43889,62
290,1272,741,2,19634,38
291,5101,837,1,45485,37
292,2031,906,5,43833,61
293,2662,893,1,19564,61
294,9922,803,3,46494,18
295,9990,985,2,11101,12
296,8111,36,2,34875,63
297,2186,914,1,6100,43
298,7867,915,3,23990,2
299,9297,750,4,47131,30
300,4487,83,1,35125,35
301,1316,601,5,14153,53
302,5227,716,1,7793,50
303,1506,402,3,9362,44
304,6949,496,3,22547,68
305,8314,924,4,34146,20
306,3510,856,4,14569,65
307,7350,381,4,10863,12
308,7588,693,1,11248,22
309,9351,68,2,38659,11
310,7837,505,1,6773,62
311,2081,653,2,29404,56
312,2635,592,3,36871,39
313,8287,345,3,23459,25
314,175,1,2,44100,69
315,656,509,4,4590,36
316,5579,434,5,26888,39
317,8856,756,4,31889,69
318,4982,662,5,40266,65
319,9867,499,2,14212,22
320,9525,8,2,14431,21
321,6598,388,5,38189,60
322,3392,27,4,46299,46
323,8047,382,5,31944,47
324,5369,805,4,24764,49
325,70,909,5,29082,18
326,6858,267,3,34446,26
327,1829,19,2,26810,16
328,7545,154,3,9566,2
329,2681,265,4,25791,50
330,6119,314,1,44633,35
331,6060,859,4,47287,29
332,9341,101,2,4601,54
333,4150,433,4,6067,56
334,9101,439,2,18997,64
335,1152,61,1,19887,6
336,8612,148,5,2395,54
337,7534,280,5,5017,30
338,6376,613,5,6970,61
339,3668,618,5,39954,25
340,3210,252,5,7973,57
341,8395,839,2,21078,70
342,8553,737,5,41363,67
343,2012,154,4,9961,26
344,7106,571,5,22270,13
345,5712,933,2,30976,18
346,8048,256,5,29656,30
347,8037,492,2,8896,46
348,9890,137,5,34409,3
349,4189,386,5,16829,51
350,3418,32,3,33348,22
351,5749,609,1,11544,69
352,2528,405,4,23073,55
353,927,190,4,24870,51
354,7280,451,5,30040,52
355,3751,985,5,9972,61
356,1108,78,5,17751,5
357,7174,368,3,2773,55
358,9408,514,5,29521,29
359,3532,223,4,24580,35
360,2586,44,3,45176,17
361,3857,398,2,28876,19
362,7738,287,4,32171,24
363,8654,399,5,30155,35
364,8791,799,4,26850,50
365,9508,84,3,32398,2
366,5970,410,4,27375,23
367,3341,271,5,24391,70
368,2416,357,4,1203,66
369,7620,331,2,36454,70
370,4900,952,2,38896,65
371,5815,664,5,29459,1
372,9647,28,5,37953,54
373,9314,445,2,26904,34
374,5129,661,1,26651,41
375,471,67,3,1631,64
376,3662,774,3,24415,62
377,4704,384,3,17853,30
378,9263,391,4,14563,12
379,8184,733,5,5364,56
380,2633,468,2,39666,54
381,6208,315,1,17944,41
382,560,957,1,41610,18
383,7541,509,3,4091,7
384,6873,877,5,11934,60
385,7159,783,5,692,31
386,635,877,3,11173,13
387,9079,259,4,31396,1
388,8450,120,1,21680,19
389,615,780,4,45229,43
390,415,894,4,28187,10
391,8680,974,3,20028,28
392,2569,888,2,29445,33
393,7146,263,3,27281,23
394,1572,218,3,27686,68
395,1375,630,2,31725,47
396,7328,672,4,14790,25
397,3908,214,5,25519,10
398,5360,325,5,22601,5
399,7133,494,5,30435,47
400,7068,726,2,6489,52
401,1044,926,2,28063,66
402,673,873,5,2298,14
403,3126,66,1,25907,48
404,3756,592,5,36363,18
405,2169,71,5,11575,56
406,8511,911,5,6146,50
407,3844,139,1,3616,23
408,5909,566,2,41305,9
409,5250,515,4,17529,6
410,1751,574,5,29548,12
411,875,154,3,10665,69
412,8656,363,5,31521,53
413,9038,334,1,12619,70
414,254,997,5,13680,30
415,7011,557,3,1535,39
416,3060,471,4,34579,6
417,4154,704,5,5288,58
418,606,314,3,42539,51
419,450,390,1,27381,47
420,9576,402,3,11214,34
421,1771,642,3,642,1
422,3624,880,3,22497,6
423,6144,428,4,35244,55
424,5900,857,1,27956,44
425,8378,633,3,14502,47
426,5404,713,4,24614,68
427,7804,913,5,29846,31
428,9861,598,3,29230,62
429,2490,273,5,6936,5
430,2498,722,1,7959,49
431,9708,828,1,23445,3
432,4457,142,4,34291,9
433,5055,932,2,12814,32
434,2759,692,1,16749,12
435,9518,77,1,38815,16
436,2190,448,2,30743,62
437,9048,461,1,30222,28
438,4085,972,1,2880,68
439,4312,250,3,26827,20
440,215,256,2,30739,39
441,3213,396,2,37909,65
442,2514,454,3,38983,53
443,9052,328,4,26628,52
444,5467,779,5,1119,5
445,5904,33,5,34475,44
446,3527,943,5,6593,14
447,6103,336,1,38661,11
448,3619,874,5,37425,42
449,9173,465,1,22777,61
450,4485,465,5,23181,13
451,8692,819,5,38457,14
452,1871,356,3,19952,34
453,9776,438,5,832,43
454,1528,259,1,29611,0
455,5955,889,4,32212,18
456,7016,933,5,27243,70
457,5140,371,3,14701,30
458,6538,796,2,31919,63
459,6973,954,4,27456,46
460,5771,619,5,35632,5
461,4515,173,3,15601,16
462,9193,239,1,25844,54
463,7030,186,3,41789,65
464,1765,867,5,24135,50
465,2625,100,5,31455,66
466,5492,240,5,12748,7
467,3386,676,2,35710,11
468,3272,675,1,41989,25
469,1791,354,4,5535,0
470,4744,168,4,10567,24
471,9465,305,2,10651,57
472,3714,175,5,31927,14
473,1248,495,5,8010,52
474,2788,571,3,19023,66
475,8564,560,3,12225,25
476,5147,124,4,18512,38
477,5038,16,4,21506,35
478,3200,29,5,43467,61
479,6880,156,1,15742,62
480,7198,356,4,18831,7
481,3980,395,3,36643,33
482,1415,153,5,20463,4
483,5469,612,3,1345,9
484,2066,600,3,23038,13
485,8420,378,4,23454,30
486,100,319,1,42805,54
487,7397,866,1,1660,48
488,1922,258,3,8591,39
489,4022,334,4,12468,44
490,1579,864,3,27907,48
491,7134,628,1,17694,48
492,1255,702,3,22748,60
493,6971,234,5,10588,34
494,1453,8,2,16195,34
495,8304,74,1,32077,1
496,1824,634,5,17202,47
497,4901,494,3,35206,13
498,1617,320,3,33797,45
499,3104,335,5,10679,62
500,8996,879,1,27135,59
501,6986,180,1,7187,66
502,3953,51,5,30110,66
503,8862,907,3,28927,67
504,2784,144,2,12805,2
505,516,843,4,30458,2
506,6311,807,3,26454,32
507,359,349,1,25678,48
508,5860,688,1,27283,6
509,8410,524,4,1773,29
510,2906,217,4,40510,48
511,2273,245,4,47115,23
512,8131,171,2,11234,54
513,971,628,3,20984,26
514,6322,150,1,21413,42
515,7608,600,2,19041,45
516,2308,216,2,39636,53
517,5998,776,3,32145,26
518,5636,54,2,7778,59
519,5001,910,3,5515,12
520,5681,200,5,37034,55
521,971,304,4,37321,7
522,9203,733,5,5316,58
523,182,161,3,31225,11
524,3971,265,1,29453,49
525,1129,298,5,40628,11
526,6016,719,4,35818,39
527,2563,735,3,22588,36
528,7013,907,1,34315,5
529,9424,423,2,18549,21
530,3337,194,3,31899,59
531,3075,624,5,38938,40
532,6018,946,5,8826,21
533,7907,160,3,6761,62
534,4437,330,5,38518,56
535,6001,470,3,10096,13
536,8407,167,5,44505,42
537,3083,447,4,6508,62
538,7440,418,1,15454,26
539,1283,83,2,39367,16
540,3679,643,5,23289,63
541,4289,365,2,32633,9
542,8378,309,2,34161,42
543,5433,296,4,46122,36
544,3786,578,5,40226,54
545,3281,907,5,32139,16
546,4692,371,2,14222,4
547,5597,639,2,25534,43
548,5767,178,1,23415,62
549,4695,201,4,23718,53
550,7087,969,5,45952,19
551,7705,996,1,28457,45
552,6803,488,1,9513,2
553,1259,559,1,15862,27
554,2942,839,1,19130,17
555,5954,215,1,9530,22
556,6841,99,5,38829,65
557,2512,230,5,34457,45
558,4289,934,2,7597,21
559,2181,420,4,25304,16
560,5234,117,2,22948,60
561,596,109,3,34485,41
562,6436,128,4,2161,69
563,9019,883,5,22871,4
564,1286,785,1,27809,45
565,3409,780,2,42026,54
566,3207,550,2,30191,50
567,4403,195,4,7953,5
568,6339,213,5,23783,24
569,5591,89,4,15338,10
570,2884,582,2,33983,70
571,5583,103,3,21522,17
572,9162,465,4,24917,55
573,6242,655,1,13354,23
574,7037,900,3,22882,2
575,239,693,5,10555,68
576,1283,444,5,45017,47
577,9187,13,4,25763,63
578,6423,961,5,41696,27
579,1774,684,5,5614,15
580,9309,909,3,32918,58
581,2840,280,2,5353,10
582,144,613,1,7111,18
583,5519,297,1,429,63
584,8515,869,4,31810,27
585,7424,921,2,20786,42
586,7759,210,1,2194,16
587,9718,517,5,38792,51
588,8219,419,4,44395,68
589,4401,378,2,22938,8
590,1099,92,1,16212,51
591,1381,364,3,42001,32
592,6596,863,3,13592,37
593,299,768,3,28550,45
594,741,450,2,11250,7
595,7553,678,3,28523,53
596,8943,43,5,39882,42
597,7396,562,5,17100,24
598,4906,340,2,48043,32
599,1636,924,3,30300,35
600,1662,788,2,30921,44
601,8982,725,4,43949,5
602,81,435,5,2869,65
603,4466,111,1,39410,14
604,4948,325,1,21022,37
605,977,3,5,37317,44
606,3968,15,3,31066,61
607,2647,645,5,2982,51
608,6794,931,3,31221,9
609,6750,911,3,5142,57
610,4374,139,2,3468,22
611,9826,293,4,35568,1
612,4154,868,1,6204,68
613,4640,978,3,34186,17
614,9359,377,4,41937,67
615,3044,667,4,21065,55
616,314,516,5,5900,12
617,1673,562,2,18131,19
618,6295,315,4,17624,15
619,2615,959,5,20637,5
620,27,620,2,27342,1
621,7669,623,5,2154,1
622,4045,622,3,20560,12
623,5213,851,5,22522,9
624,3494,77,2,36039,15
625,5740,451,2,27330,30
626,28,511,5,20378,49
627,3862,53,4,26773,61
628,7550,944,2,33772,47
629,8067,204,2,6528,4
630,3776,702,2,18929,29
631,3054,26,3,21136,48
632,6812,590,3,36892,56
633,1101,782,2,24367,30
634,5846,72,1,39206,53
635,4763,516,5,5135,38
636,7084,162,2,34569,11
637,3478,377,1,38616,3
638,5099,212,5,10701,15
639,6242,253,3,22206,25
640,6213,880,4,26464,63
641,5016,91,4,19420,25
642,4940,337,3,18099,21
643,2223,189,2,18572,17
644,3545,903,3,35845,65
645,3064,676,5,35277,57
646,3469,781,3,26521,52
647,7473,364,3,42954,70
648,3625,246,3,4472,22
649,8130,123,1,1751,49
650,7098,302,3,21139,11
651,1251,148,3,2362,35
652,4281,42,4,31719,64
653,7415,210,3,2093,1
654,2323,110,4,6441,2
655,4413,982,5,10378,14
656,271,259,3,29551,16
657,6503,390,2,32624,52
658,7610,957,2,42155,9
659,6656,192,3,671,40
660,6350,964,4,34466,53
661,7882,522,5,9961,55
662,6388,491,4,22587,23
663,6691,396,2,41316,0
664,3809,914,2,6843,28
665,9191,136,5,34922,17
666,7409,832,1,34883,21
667,7930,657,1,49462,49
668,9879,73,3,1352,12
669,1960,878,3,5323,58
670,2019,364,4,38195,5
671,4640,816,5,9960,41
672,6527,999,1,14453,53
673,2584,528,5,22812,58
674,6619,580,1,34884,39
675,177,798,5,32685,48
676,6040,392,5,16723,21
677,2590,636,3,8432,57
678,8965,541,5,15478,42
679,6940,816,5,11560,1
680,3647,196,3,32088,61
681,1167,755,1,43086,23
682,3483,51,1,27469,17
683,8654,926,3,28898,42
684,1596,720,2,30794,19
685,2498,976,2,4830,25
686,3974,47,3,29944,70
687,9443,154,5,9679,45
688,1966,70,2,1045,63
689,3992,782,5,27175,58
690,9033,617,4,21834,49
691,2563,449,2,8400,50
692,4802,8,2,15890,16
693,6687,608,3,39660,13
694,4264,312,5,6495,48
695,3244,347,1,30172,51
696,6261,159,5,10874,8
697,9128,317,3,44505,15
698,7194,602,2,3100,6
699,8421,178,1,22842,8
700,78,214,5,20724,34
701,3580,244,5,40749,15
702,9490,297,5,514,14
703,7177,773,5,36927,52
704,347,256,3,33491,0
705,4581,466,5,37697,43
706,4635,55,2,36530,21
707,9677,452,2,20668,0
708,4604,146,3,35725,14
709,1417,816,4,11322,27
710,2931,701,3,380,7
711,5415,533,1,31218,54
712,8290,239,1,21824,25
713,5246,502,4,7068,37
714,7797,79,4,17198,20
715,5483,180,5,6904,34
716,2108,126,3,4556,68
717,1371,216,4,41458,29
718,1201,323,1,33779,52
719,4556,290,4,31586,52
720,7846,843,1,29835,24
721,962,175,1,31500,7
722,9895,909,1,28097,43
723,5586,534,1,21254,12
724,1331,565,1,34227,6
725,748,97,2,18107,24
726,4096,785,3,27325,50
727,9703,522,1,8922,12
728,789,804,5,40861,14
729,3971,870,3,6361,54
730,6540,234,4,12166,48
731,7422,405,1,20930,50
732,7589,575,5,25626,35
733,7535,892,1,28480,69
734,3257,79,5,20674,29
735,7269,315,1,16575,44
736,4187,999,4,12597,29
737,9090,2,1,46576,23
738,1547,530,2,20899,14
739,4884,722,5,7746,22
740,1514,319,3,43576,29
741,4843,22,3,8535,48
742,9646,581,3,36548,18
743,6762,816,2,10241,38
744,258,594,1,45948,11
745,8618,605,5,5457,28
746,119,253,1,23299,33
747,1463,107,1,37180,25
748,432,645,4,2822,49
749,7811,880,1,24105,49
750,6353,720,4,31159,34
751,8823,876,2,38998,3
752,8008,954,2,26294,67
753,1161,317,5,45385,13
754,6443,548,5,32843,17
755,4169,232,3,12689,7
756,2330,335,3,10297,63
757,1359,775,2,7614,52
758,6615,874,2,36402,3
759,1219,725,4,44871,0
760,4465,974,5,21470,37
761,2582,975,2,4678,8
762,1025,916,4,8759,7
763,6939,716,5,8058,48
764,2199,249,1,47865,69
765,9090,813,5,550,27
766,4100,863,1,13239,39
767,6000,493,4,23690,11
768,2604,847,4,4734,40
769,6294,398,3,34796,12
770,6473,697,4,527,53
771,7511,469,1,5069,10
772,639,842,4,15528,2
773,290,108,3,21561,67
774,6017,787,5,28699,54
775,3044,503,4,8504,23
776,5556,371,2,16178,44
777,5726,472,1,22886,30
778,9952,193,5,24300,33
779,8450,549,4,24562,8
780,8463,517,2,35997,1
781,4592,839,2,20237,20
782,8127,607,5,37793,47
783,2030,223,1,25176,8
784,9551,730,5,6889,27
785,4597,10,1,36997,6
786,6888,254,3,43174,70
787,9294,317,1,46007,13
788,5557,914,4,6152,42
789,5767,754,4,30125,70
790,9795,501,1,19180,41
791,7553,626,5,13083,0
792,6471,278,5,8554,8
793,9427,797,1,18137,66
794,8548,784,4,39601,34
795,3076,544,4,38969,17
796,6794,419,1,41031,52
797,7293,718,4,28516,8
798,7499,467,3,13191,23
799,9348,613,3,6680,23
800,1627,706,3,5683,34
801,7572,725,5,40974,69
802,4339,747,1,12455,17
803,2685,265,4,27385,60
804,8737,37,4,1381,43
805,5278,955,4,26543,20
806,8754,272,1,36132,69
807,8793,761,5,37073,49
808,9695,453,3,12295,3
809,9405,104,1,38648,25
810,7181,539,3,17329,10
811,360,306,1,2972,30
812,8814,284,3,46174,27
813,2859,566,5,48030,9
814,273,959,3,23726,49
815,8732,182,4,38674,25
816,7210,815,2,15833,27
817,7890,421,2,6639,29
818,9347,49,1,29477,30
819,4862,314,3,40557,50
820,4080,672,2,16291,8
821,689,1000,5,16807,41
822,6342,304,5,44643,53
823,3084,105,1,11394,60
824,9387,580,5,39886,9
825,9358,712,5,43786,64
826,4570,866,4,1668,57
827,315,430,5,982,47
828,650,121,2,37030,44
829,2671,414,3,10077,61
830,1130,710,1,36261,4
831,5677,146,4,34362,43
832,898,383,3,14910,38
833,6987,281,4,4330,30
834,6134,43,4,43276,20
835,2536,509,2,4460,2
836,5232,168,5,9691,22
837,3476,843,5,32623,2
838,480,329,1,37420,29
839,6430,658,1,41631,58
840,3548,190,2,21964,35
841,3167,532,2,14126,29
842,7891,664,3,27918,53
843,4440,504,4,24746,49
844,3351,887,2,7674,35
845,4810,120,5,21842,36
846,9201,160,5,6906,65
847,578,996,4,27268,56
848,4683,368,4,2668,44
849,7193,543,5,16343,47
850,6008,404,1,18598,22
851,9304,284,2,39502,33
852,2088,396,5,40798,46
853,2366,94,2,16154,66
854,3405,503,3,9136,13
855,7874,89,5,17298,50
856,1114,247,3,41458,36
857,7950,574,4,29348,38
858,3225,456,5,35805,57
859,299,675,2,45459,8
860,2934,537,4,8525,62
861,6852,895,1,36617,52
862,8552,684,4,5632,56
863,4633,684,2,5849,1
864,499,339,3,12029,60
865,6610,548,2,37173,18
866,3429,843,3,26979,52
867,6631,339,3,10505,14
868,2174,355,1,35803,37
869,3825,914,5,5820,16
870,7935,644,5,22362,6
871,7048,545,5,31538,54
872,4153,323,4,35995,52
873,1680,828,4,19606,1
874,5734,820,5,34620,30
875,607,629,1,3876,42
876,2703,379,2,13930,49
877,2191,316,3,35883,49
878,5487,980,2,8574,46
879,7412,736,2,22943,40
880,3908,118,2,43612,0
881,2607,964,4,38739,15
882,1323,85,5,6978,6
883,4556,62,5,32933,66
884,8743,53,3,25054,56
885,5454,998,3,41721,57
886,4754,701,2,343,19
887,9936,574,1,25027,24
888,1087,131,5,6322,30
889,4304,426,5,15207,66
890,8405,255,1,38031,67
891,8454,279,4,14675,26
892,7425,142,3,35231,65
893,6996,280,2,5802,60
894,3106,110,4,7174,6
895,4897,641,4,6634,67
896,8877,284,5,41509,3
897,6542,617,1,21329,38
898,896,479,4,12043,18
899,4768,945,4,14769,42
900,9277,515,5,19686,70
901,4385,512,3,3326,38
902,3974,399,1,34021,18
903,4590,746,2,24018,5
904,7513,594,3,46086,31
905,726,702,5,21009,66
906,2347,95,2,19594,4
907,1213,187,3,48727,12
908,8320,142,3,35753,10
909,4570,216,1,40148,41
910,6353,298,3,48067,21
911,21,236,5,24500,57
912,1267,511,5,19835,6
913,2883,769,2,28993,55
914,4702,28,4,37098,65
915,2634,765,4,30414,59
916,8716,979,3,13807,54
917,3592,279,1,16703,7
918,3422,837,2,47173,27
919,5800,238,3,13889,31
920,7883,458,2,8264,7
921,5618,765,5,30901,22
922,4549,80,3,45600,53
923,4448,559,2,16263,11
924,1310,934,2,7378,45
925,8216,976,5,5961,66
926,2760,201,2,23998,2
927,4379,489,1,25368,16
928,5405,946,4,9216,2
929,959,679,4,19364,63
930,3055,852,3,26427,32
931,5629,920,3,25488,60
932,7178,334,1,13776,13
933,6126,237,4,12072,67
934,1919,854,1,34948,16
935,4845,306,3,2534,54
936,4584,908,4,21731,67
937,3502,294,1,21684,1
938,3152,820,3,33213,44
939,2216,516,4,5725,24
940,7759,698,3,28756,4
941,1163,859,5,40360,19
942,1810,399,1,29847,22
943,7191,241,2,2665,66
944,509,978,4,40532,31
945,5040,446,5,36594,63
946,5127,43,5,38320,0
947,1917,746,5,25100,51
948,4377,679,2,20320,30
949,3096,354,5,5514,42
950,1199,808,1,14854,15
951,8336,904,4,8045,0
952,68,703,1,14387,68
953,2095,893,1,16781,45
954,2734,242,1,32469,69
955,5888,601,4,13655,6
956,497,542,3,7473,54
957,7324,393,1,5036,1
958,7704,886,5,17145,23
959,5775,270,5,856,12
960,7981,788,2,29411,5
961,5312,810,1,20866,51
962,8236,528,3,21177,59
963,635,735,2,24709,59
964,1985,971,4,49139,2
965,5708,245,1,48261,19
966,5575,706,1,5580,50
967,3265,843,2,32929,59
968,997,804,3,46264,19
969,1443,865,4,34773,32
970,5144,797,4,18815,38
971,6208,391,4,13648,50
972,4168,792,4,25007,15
973,8275,285,3,18846,1
974,222,18,1,17604,27
975,7268,779,3,1220,24
976,8014,459,1,12458,2
977,8318,777,2,13402,24
978,5327,982,5,10355,28
979,2695,229,2,39690,26
980,5399,738,1,7775,14
981,7713,351,4,36489,51
982,6907,378,4,21262,10
983,827,44,1,45463,2
984,1414,909,1,29265,67
985,4394,919,4,32583,30
986,3377,639,3,22160,65
987,4673,681,1,28476,16
988,6372,405,2,25693,11
989,5696,983,3,14728,67
990,8248,49,4,30439,47
991,7552,511,3,21148,12
992,1797,970,5,25639,28
993,2226,754,2,35579,62
994,8807,56,3,22943,35
995,5238,263,1,27719,13
996,8875,684,1,5208,31
997,4888,519,1,27368,70
998,3700,964,2,34657,51
999,5295,758,4,7927,5
1000,7354,68,2,37770,29
1001,623,862,1,10857,6
1002,6581,433,1,6334,44
1003,9257,302,4,25273,10
