review_id,customer_id,product_id,rating,review_date
88,357,525,4,2024-05-13
89,1057,411,4,2026-02-06
90,486,861,3,2024-06-19
91,1470,97,4,2024-03-01
92,661,205,5,2023-12-31
93,345,322,1,2026-04-05
94,1320,361,4,2023-09-23
95,1828,678,1,2023-07-20
96,932,273,1,2025-07-12
97,1790,652,5,2023-11-24
98,592,802,4,2024-05-07
99,654,144,3,2024-03-29
100,100,502,4,2024-03-14
101,82,878,5,2023-07-04
102,1816,350,5,2024-07-28
103,48,436,5,2025-02-06
104,1699,890,4,2026-04-20
105,1895,543,4,2024-04-02
106,837,469,2,2024-02-02
107,976,1,4,2023-11-26
108,1158,828,2,2024-01-23
109,205,448,5,2024-03-03
110,1941,799,5,2023-09-24
111,832,304,3,2025-11-19
112,564,698,5,2023-06-03
113,899,912,1,2025-12-25
114,638,737,2,2024-12-11
115,206,480,5,2024-11-24
116,1888,751,3,2024-03-04
117,309,44,5,2025-03-25
118,785,34,3,2024-02-07
119,1479,792,4,2024-10-27
120,326,194,4,2023-05-29
121,1753,628,5,2025-12-13
122,1915,828,5,2026-04-18
123,124,396,3,2024-10-21
124,1427,862,2,2023-08-28
125,138,165,4,2024-11-30
126,1626,990,5,2025-06-27
127,796,228,5,2026-03-02
128,445,654,4,2023-10-14
129,1358,834,3,2024-03-07
130,1323,841,3,2023-11-16
131,587,864,3,2025-05-28
132,658,622,3,2024-05-11
133,1394,652,5,2024-09-18
134,1016,665,4,2026-01-04
135,1074,633,5,2023-09-10
136,1859,536,1,2024-05-20
137,479,635,3,2025-02-10
138,47,822,4,2025-01-20
139,112,726,4,2023-06-09
140,1187,514,5,2026-04-01
141,40,194,1,2023-11-20
142,1136,32,2,2023-10-26
143,493,212,4,2025-01-23
144,1017,41,5,2023-08-02
145,386,213,5,2025-05-23
146,1857,827,2,2024-05-29
147,838,930,3,2024-11-09
148,1136,566,4,2025-03-07
149,922,270,2,2026-01-07
150,1597,874,4,2025-12-19
151,1018,204,3,2025-12-14
152,1908,863,1,2025-05-09
153,1127,904,4,2023-09-28
154,1344,208,4,2026-02-12
155,1940,102,5,2023-07-26
156,589,809,2,2024-04-12
157,1001,979,3,2025-10-11
158,1881,633,3,2025-06-27
159,108,195,4,2025-07-31
160,1041,749,4,2025-07-29
161,731,713,3,2024-07-01
162,1920,22,4,2024-01-11
163,340,564,2,2025-09-01
164,484,500,3,2023-06-14
165,1699,260,4,2025-04-23
166,1365,574,5,2023-07-06
167,1762,121,5,2023-10-08
168,653,205,4,2025-03-23
169,1562,735,4,2025-05-27
170,223,625,4,2023-06-11
171,1644,909,4,2024-11-22
172,308,572,3,2023-06-29
173,218,164,4,2023-10-29
174,805,194,5,2024-04-18
175,439,425,5,2023-07-23
176,546,371,3,2025-04-14
177,37,314,1,2024-05-16
178,385,486,1,2024-04-27
179,1563,850,4,2024-10-12
180,1299,489,5,2025-12-16
181,1310,933,4,2023-05-23
182,1127,663,3,2025-10-23
183,1519,147,5,2025-11-02
184,199,202,4,2025-03-19
185,150,996,5,2023-10-06
186,34,410,4,2024-12-15
187,787,960,3,2025-03-23
188,14,795,5,2025-10-08
189,1135,248,4,2026-02-18
190,1600,406,4,2023-12-11
191,1956,124,5,2023-06-22
192,1394,713,4,2023-10-11
193,1189,255,4,2024-02-29
194,1362,703,3,2023-12-07
195,432,637,5,2023-10-24
196,1958,825,5,2024-10-05
197,419,926,5,2026-01-03
198,668,180,4,2025-01-20
199,237,347,4,2023-07-30
200,597,329,1,2025-03-18
201,27,572,4,2025-07-06
202,346,7,5,2024-01-26
203,555,165,5,2026-05-04
204,1523,519,4,2025-01-19
205,1131,559,5,2025-08-25
206,1919,621,4,2025-11-06
207,1089,575,4,2026-01-02
208,13,410,4,2026-05-17
209,576,847,4,2023-06-21
210,1665,889,5,2025-09-29
211,913,590,3,2023-12-26
212,924,524,3,2024-05-06
213,1623,151,5,2024-05-26
214,11,857,5,2025-09-05
215,1943,488,5,2024-12-21
216,1227,820,1,2024-12-23
217,340,492,4,2026-04-16
218,717,328,4,2024-10-21
219,166,463,5,2024-07-17
220,201,20,5,2024-09-12
221,1064,75,5,2025-11-21
222,871,75,5,2023-06-27
223,961,976,5,2025-06-01
224,540,521,5,2024-02-23
225,674,688,2,2024-07-07
226,301,293,3,2023-08-20
227,1124,16,5,2025-04-18
228,1481,69,5,2024-03-15
229,1882,533,5,2026-01-31
230,1071,993,3,2024-11-04
231,1949,832,5,2025-01-20
232,1892,685,4,2024-05-25
233,1281,554,3,2024-04-02
234,66,886,3,2025-03-07
235,858,200,5,2026-03-14
236,403,797,5,2023-09-13
237,1196,514,4,2024-02-14
238,996,458,5,2024-09-17
239,1686,448,3,2023-06-04
240,390,573,4,2025-12-26
241,260,412,2,2023-11-18
242,1639,240,4,2026-03-17
243,1135,421,4,2025-08-10
244,1813,860,2,2026-01-14
245,517,627,3,2023-06-19
246,1714,980,1,2025-12-12
247,1474,14,4,2024-01-14
248,1311,244,4,2026-01-22
249,1657,357,4,2023-10-14
250,475,956,4,2026-03-01
251,1808,35,5,2025-10-19
252,1494,134,4,2025-05-17
253,1588,917,3,2025-04-10
254,482,911,5,2025-06-15
255,1647,636,1,2025-03-05
256,1026,733,3,2023-07-08
257,72,911,3,2024-10-19
258,16,688,5,2025-12-12
259,32,740,5,2025-08-06
260,1680,646,5,2025-09-10
261,1787,297,5,2026-05-10
262,693,507,2,2025-10-31
263,554,210,4,2025-06-26
264,629,857,5,2024-05-13
265,1989,789,4,2025-06-26
266,144,627,4,2025-04-24
267,1444,657,3,2023-09-19
268,259,938,1,2026-05-15
269,1190,253,2,2026-03-24
270,869,821,4,2023-12-23
271,167,436,5,2023-12-27
272,993,513,5,2024-12-30
273,709,249,5,2024-04-25
274,103,194,3,2026-04-07
275,317,910,5,2025-12-22
276,247,895,4,2026-03-19
277,1676,180,2,2024-05-17
278,464,569,4,2024-07-23
279,1243,929,4,2024-04-02
280,418,215,5,2025-11-23
281,635,613,4,2025-06-09
282,993,591,5,2025-11-14
283,1816,100,1,2025-01-24
284,1156,948,4,2026-05-06
285,185,91,3,2025-02-28
286,1154,84,5,2026-04-20
287,770,202,3,2026-05-15
288,81,236,4,2024-06-14
289,2000,160,5,2026-02-21
290,984,629,5,2025-10-22
291,1705,453,5,2025-10-24
292,1587,509,3,2024-01-10
293,791,619,5,2023-12-22
294,340,339,4,2025-05-20
295,1397,954,3,2024-04-05
296,172,999,3,2023-06-26
297,624,36,5,2024-01-02
298,1616,537,5,2024-08-11
299,594,264,5,2024-01-07
300,778,477,3,2025-10-03
301,1089,774,3,2024-11-18
302,708,17,2,2026-02-17
303,26,588,4,2023-06-25
304,1597,331,4,2023-07-06
305,393,2,5,2025-09-01
306,1182,732,4,2023-07-29
307,1297,935,4,2024-02-23
308,443,198,4,2024-07-29
309,1013,936,2,2023-06-07
310,375,391,4,2024-09-08
311,1188,759,3,2023-12-08
312,1083,820,5,2023-08-19
313,976,751,3,2023-06-17
314,29,723,4,2025-08-13
315,1257,801,4,2023-07-08
316,1346,113,4,2023-12-08
317,1029,46,3,2025-08-29
318,626,837,4,2023-07-27
319,668,904,3,2023-08-20
320,71,449,2,2026-04-24
321,1523,533,5,2023-08-24
322,1812,900,5,2025-08-15
323,1343,842,4,2025-03-03
324,1146,120,5,2025-03-09
325,1925,711,4,2023-10-03
326,1257,344,4,2026-03-08
327,1330,589,5,2025-03-28
328,829,870,3,2024-06-14
329,1052,406,3,2025-04-18
330,1612,483,4,2025-11-16
331,1318,765,4,2024-07-04
332,899,775,5,2024-05-03
333,520,103,5,2025-06-13
334,588,475,5,2026-03-11
335,1593,884,5,2025-11-21
336,1789,293,5,2024-12-27
337,261,322,4,2024-01-22
338,576,909,4,2026-04-03
339,1641,752,4,2025-10-22
340,761,552,4,2024-05-23
341,1724,25,3,2024-02-18
342,709,672,4,2025-01-06
343,1136,689,5,2023-06-20
344,1155,682,2,2026-01-27
345,1139,7,2,2024-09-21
346,774,160,5,2024-09-16
347,1147,456,4,2025-09-18
348,1127,995,2,2024-04-12
349,1350,345,2,2025-03-20
350,1537,549,5,2025-02-25
351,1021,701,3,2023-10-09
352,1008,636,5,2025-01-18
353,1277,819,4,2024-10-31
354,1850,637,5,2025-06-30
355,207,415,4,2025-01-24
356,1916,86,4,2024-09-19
357,1761,193,5,2023-06-26
358,1966,39,5,2024-11-11
359,1190,439,4,2024-12-16
360,349,770,5,2024-07-28
361,617,142,2,2024-08-27
362,719,186,1,2024-11-17
363,860,434,5,2026-03-02
364,912,894,5,2025-02-10
365,805,720,4,2024-09-29
366,358,524,2,2024-01-28
367,289,224,3,2025-08-27
368,1125,832,5,2023-09-08
369,1774,607,2,2023-09-19
370,1909,330,5,2024-03-04
371,1449,937,3,2024-08-07
372,1647,292,4,2024-07-23
373,1950,543,5,2025-01-20
374,1721,292,4,2024-12-27
375,522,520,3,2026-03-01
376,279,233,4,2026-03-25
377,404,538,2,2023-12-02
378,9,911,4,2025-10-24
379,211,563,4,2023-09-29
380,1916,617,4,2023-10-31
381,596,129,4,2025-09-28
382,511,591,5,2024-07-02
383,1802,198,3,2025-01-09
384,1278,189,3,2025-03-29
385,786,893,1,2025-11-30
386,264,285,4,2025-03-01
387,455,412,3,2024-07-01
388,1450,972,5,2026-01-22
389,269,390,4,2024-11-03
390,1837,64,3,2023-12-07
391,98,568,5,2025-03-30
392,1096,22,5,2026-02-25
393,134,455,3,2025-09-15
394,1284,589,4,2024-04-21
395,743,215,5,2026-05-08
396,1168,580,4,2026-03-11
397,587,352,3,2023-10-14
398,226,293,3,2024-02-23
399,137,517,4,2023-07-24
400,38,696,3,2023-06-06
401,1601,27,5,2025-05-19
402,134,398,4,2024-02-20
403,522,672,5,2024-07-29
404,1557,355,4,2024-09-10
405,962,134,4,2025-04-08
406,134,103,2,2023-12-28
407,315,182,5,2023-05-30
408,1177,370,4,2025-02-04
409,1678,384,5,2025-01-26
410,1189,18,4,2024-12-06
411,107,605,1,2024-05-29
412,761,491,4,2023-09-13
413,1210,163,5,2025-12-21
414,173,904,4,2025-07-15
415,277,925,3,2023-08-06
416,533,479,1,2025-09-03
417,1616,35,2,2023-12-17
418,799,316,3,2025-12-24
419,675,889,4,2024-11-20
420,408,855,4,2024-10-15
421,623,307,5,2025-03-14
422,342,232,2,2023-11-24
423,1015,756,5,2023-10-31
424,1325,464,5,2023-12-08
425,438,978,5,2024-06-27
426,1695,19,5,2023-05-31
427,1785,275,5,2025-01-12
428,825,412,4,2025-11-26
429,1353,363,4,2025-04-08
430,1560,963,4,2025-05-23
431,469,333,2,2025-07-31
432,1373,580,5,2024-06-18
433,813,113,4,2024-07-05
434,1796,609,4,2024-03-12
435,1358,115,3,2024-12-14
436,371,926,5,2025-10-27
437,1025,729,5,2025-06-19
438,856,923,5,2023-12-19
439,791,497,5,2024-06-06
440,1604,637,4,2025-07-10
441,1545,433,4,2024-11-15
442,493,352,4,2025-11-08
443,1801,628,4,2025-11-13
444,1919,297,4,2025-09-01
445,1290,582,5,2025-08-17
446,267,382,4,2025-03-27
447,1211,122,5,2024-08-26
448,208,930,5,2024-12-01
449,612,278,5,2024-09-26
450,889,702,3,2024-06-23
451,1294,59,5,2025-10-10
452,1300,541,4,2024-10-06
453,915,242,5,2025-01-26
454,660,783,5,2024-08-28
455,1813,439,4,2024-04-16
456,1752,615,5,2024-04-05
457,1037,556,5,2025-07-29
458,1916,410,3,2026-04-23
459,1513,28,3,2025-11-01
460,1298,7,4,2024-01-31
461,1151,402,3,2023-10-12
462,1672,189,2,2024-01-29
463,1011,76,4,2025-04-25
464,1595,857,4,2024-01-12
465,150,581,3,2024-09-01
466,1895,266,4,2023-09-14
467,87,395,5,2024-10-01
468,390,464,5,2025-06-13
469,87,312,5,2023-11-13
470,802,769,5,2023-12-01
471,1389,310,5,2025-01-25
472,1539,14,1,2025-05-25
473,1615,51,4,2023-06-28
474,1634,78,3,2025-04-06
475,404,565,1,2023-12-03
476,1011,212,2,2024-03-13
477,747,827,2,2026-03-29
478,949,244,5,2025-12-27
479,1024,397,3,2024-10-06
480,742,614,4,2025-09-09
481,72,632,3,2026-05-03
482,1083,170,3,2025-08-09
483,530,3,2,2024-06-03
484,571,431,3,2025-06-01
485,1706,688,2,2026-04-14
486,1756,799,5,2025-11-13
487,425,990,5,2024-07-17
488,1023,839,1,2024-02-08
489,1081,674,5,2023-07-10
490,1312,933,5,2023-07-08
491,995,189,5,2025-05-30
492,19,647,3,2023-09-14
493,685,38,5,2025-04-13
494,886,818,4,2024-06-16
495,1008,782,5,2024-12-20
496,716,967,1,2024-04-25
497,708,923,5,2025-09-24
498,1284,597,3,2025-02-13
499,23,149,4,2026-03-12
500,1736,962,3,2025-04-02
501,175,176,4,2025-04-10
502,462,869,4,2024-08-03
503,1699,318,3,2023-09-04
504,832,940,5,2024-08-02
505,1254,91,5,2026-05-08
506,1825,694,2,2024-09-19
507,846,599,2,2024-12-31
508,602,560,4,2024-06-21
509,1383,518,4,2024-08-23
510,1295,455,4,2023-10-14
511,1078,519,5,2023-07-14
512,494,315,3,2025-06-19
513,825,19,4,2024-10-04
514,1257,76,3,2025-06-17
515,993,219,5,2025-10-06
516,513,213,4,2025-05-28
517,651,180,5,2023-07-23
518,687,977,4,2025-03-28
519,1116,263,5,2025-08-08
520,1929,145,5,2025-05-14
521,13,467,5,2024-08-15
522,1924,791,5,2025-12-21
523,1050,167,5,2024-10-20
524,355,267,2,2025-10-13
525,228,590,5,2025-10-24
526,1985,503,4,2024-08-20
527,1693,62,4,2023-10-21
528,435,369,5,2024-02-06
529,249,179,3,2025-06-27
530,1173,78,4,2024-07-07
531,695,334,5,2026-01-16
532,1770,786,2,2024-05-21
533,264,326,4,2024-01-28
534,1308,116,5,2026-05-16
535,1664,960,5,2024-10-08
536,323,821,5,2023-10-11
537,614,473,5,2025-01-16
538,537,623,5,2026-02-27
539,603,59,3,2024-12-02
540,431,515,3,2025-09-10
541,1149,656,3,2024-11-08
542,488,684,4,2026-05-10
543,1009,612,4,2025-10-12
544,1422,501,4,2026-05-14
545,687,601,5,2025-10-06
546,698,605,5,2024-03-03
547,1236,803,5,2024-08-30
548,1504,666,4,2024-01-13
549,415,694,5,2024-09-12
550,1971,411,5,2024-09-18
551,658,517,3,2025-09-12
552,645,898,5,2023-08-25
553,1223,273,5,2024-09-20
554,967,878,3,2023-09-19
555,8,85,5,2026-01-04
556,316,712,5,2025-11-09
557,500,203,4,2024-09-17
558,1068,957,1,2026-04-02
559,1352,443,3,2024-07-05
560,81,802,5,2026-01-26
561,869,825,5,2024-03-08
562,1585,96,4,2023-12-14
563,842,98,5,2023-06-08
564,1045,816,5,2025-04-27
565,278,705,5,2024-09-05
566,1009,852,4,2026-03-27
567,1260,579,5,2025-10-09
568,86,914,5,2023-08-07
569,440,841,4,2024-07-17
570,1313,934,5,2024-04-06
571,743,26,4,2023-06-30
572,1069,152,4,2026-01-15
573,1837,642,5,2023-10-04
574,365,981,5,2025-09-22
575,778,738,3,2024-11-07
576,266,902,4,2024-02-16
577,682,553,4,2025-01-16
578,1886,106,5,2023-07-02
579,41,700,4,2026-04-05
580,1703,615,3,2025-08-09
581,937,92,2,2023-09-26
582,1563,258,5,2024-06-02
583,1269,257,5,2026-03-11
584,1764,659,4,2023-09-14
585,497,911,4,2023-10-09
586,1663,940,5,2024-08-23
587,1135,265,3,2023-11-03
588,1698,785,3,2025-08-24
589,1029,338,1,2025-06-24
590,1956,399,3,2025-05-14
591,1402,318,4,2026-03-19
592,1414,137,4,2024-02-12
593,1158,377,3,2025-10-14
594,1641,396,4,2024-10-25
595,1922,303,4,2025-01-25
596,499,430,4,2026-01-27
597,1603,601,1,2023-11-25
598,599,520,1,2023-12-02
599,338,230,4,2026-02-12
600,1330,337,4,2024-07-22
601,1072,310,5,2024-04-05
602,359,775,2,2026-04-26
603,1282,549,5,2026-03-04
604,1384,600,4,2023-06-20
605,1843,544,3,2023-10-31
606,1036,295,5,2024-12-18
607,914,132,4,2026-03-18
608,1030,810,4,2023-11-10
609,1359,868,4,2025-09-25
610,1914,44,4,2025-11-07
611,991,399,3,2026-04-13
612,511,502,3,2023-06-07
613,1282,923,5,2025-10-18
614,1490,674,4,2024-01-12
615,82,422,5,2024-12-10
616,1926,754,2,2024-09-28
617,1102,869,3,2024-07-23
618,671,495,5,2024-12-07
619,1589,409,3,2026-05-13
620,266,127,5,2025-09-07
621,207,699,5,2026-02-11
622,886,509,4,2023-08-07
623,1176,984,5,2023-09-03
624,1900,337,5,2024-12-29
625,1195,11,3,2025-08-08
626,429,76,5,2024-10-12
627,330,544,3,2025-03-02
628,368,28,1,2025-10-08
629,9,475,5,2025-03-18
630,469,777,4,2024-11-02
631,1939,750,4,2026-04-03
632,535,689,5,2023-07-02
633,896,882,4,2026-04-18
634,623,311,4,2025-02-11
635,1563,489,4,2026-04-28
636,1479,848,4,2024-04-20
637,8,77,5,2025-05-31
638,1691,11,3,2025-04-07
639,1810,695,5,2023-10-31
640,963,110,4,2024-02-14
641,1976,353,5,2024-12-10
642,941,349,4,2024-03-19
643,410,403,3,2025-09-16
644,637,364,4,2026-02-17
645,830,32,4,2023-10-17
646,254,311,5,2023-06-12
647,1925,515,1,2025-03-17
648,41,746,3,2025-06-28
649,1679,910,3,2026-03-20
650,1159,28,3,2025-01-31
651,415,563,5,2023-08-08
652,392,267,5,2024-03-07
653,46,711,4,2023-12-19
654,1950,353,4,2026-05-10
655,1502,822,4,2025-06-11
656,1551,315,4,2026-03-02
657,585,615,5,2024-09-30
658,1862,388,5,2024-11-06
659,1683,805,1,2023-10-30
660,627,148,5,2025-02-12
661,572,882,5,2024-07-10
662,1247,996,2,2025-01-14
663,717,436,4,2025-02-28
664,1384,762,2,2025-02-05
665,1395,261,5,2023-08-06
666,939,361,4,2025-02-02
667,1801,998,4,2023-06-12
668,1970,35,3,2025-01-25
669,908,98,2,2023-06-06
670,86,110,3,2026-03-16
671,1541,127,5,2025-10-11
672,1418,199,4,2024-12-22
673,1717,210,1,2025-10-26
674,290,897,5,2025-04-16
675,753,295,4,2025-10-22
676,580,831,1,2023-07-15
677,1796,957,5,2023-07-27
678,1793,196,4,2025-11-21
679,679,161,3,2025-11-16
680,698,607,5,2025-10-16
681,1798,247,3,2024-07-19
682,1819,980,4,2024-04-11
683,466,346,5,2024-12-31
684,1605,522,4,2025-10-20
685,301,954,5,2025-10-25
686,1445,756,5,2025-01-30
687,751,264,5,2025-07-17
688,439,111,1,2023-11-05
689,96,217,1,2024-09-13
690,766,688,4,2023-09-25
691,1000,440,4,2024-12-27
692,1114,855,4,2026-04-07
693,1941,879,5,2023-12-01
694,624,583,4,2024-06-17
695,1993,543,5,2024-04-09
696,353,619,5,2024-12-01
697,769,165,3,2024-06-09
698,1242,352,2,2024-03-04
699,698,142,2,2024-07-25
700,1558,846,4,2025-02-03
701,1266,762,3,2023-08-26
702,1955,497,4,2024-02-08
703,1457,80,3,2024-10-31
704,13,921,5,2024-04-14
705,1446,713,5,2026-02-26
706,140,367,4,2025-05-21
707,1833,833,5,2024-12-16
708,69,669,2,2026-04-01
709,1195,105,2,2025-07-02
710,1788,487,5,2024-04-28
711,124,214,4,2024-03-23
712,190,315,3,2023-11-08
713,756,432,4,2025-08-08
714,640,845,5,2025-11-24
715,192,322,3,2023-10-26
716,1088,488,5,2024-01-28
717,953,299,4,2024-10-05
718,954,714,3,2023-10-21
719,1786,907,4,2025-09-09
720,1723,983,4,2024-09-19
721,1388,863,5,2025-01-21
722,1980,680,4,2023-09-10
723,1074,22,4,2024-02-11
724,1995,518,4,2025-03-17
725,833,480,3,2025-08-07
726,2000,744,4,2025-02-07
727,954,766,5,2024-05-14
728,902,124,5,2025-04-23
729,763,697,3,2024-07-31
730,1832,401,4,2024-02-07
731,483,869,5,2024-05-06
732,1871,903,3,2025-08-02
733,1611,985,4,2025-07-08
734,1767,115,1,2025-03-03
735,367,63,4,2025-10-14
736,1521,893,5,2025-01-16
737,1793,675,3,2024-03-03
738,1362,972,5,2023-07-08
739,1691,392,4,2026-05-05
740,699,684,5,2026-03-15
741,774,506,5,2024-09-16
742,731,657,3,2025-02-18
743,68,326,4,2025-08-29
744,739,348,1,2026-01-15
745,322,110,3,2023-09-30
746,338,824,5,2025-04-12
747,1371,29,4,2026-05-05
748,1851,520,4,2025-04-22
749,153,760,4,2024-01-17
750,427,200,4,2025-09-04
751,710,62,3,2026-03-21
752,851,36,4,2023-10-07
753,956,463,3,2025-09-02
754,71,850,4,2024-07-04
755,583,188,4,2025-06-07
756,1726,336,1,2024-09-05
757,579,185,3,2023-10-22
758,1701,854,4,2023-08-27
759,726,993,4,2024-12-22
760,355,257,4,2023-07-29
761,693,525,1,2024-12-13
762,642,564,5,2024-01-11
763,751,812,5,2025-04-21
764,566,838,5,2026-04-14
765,159,100,4,2024-02-21
766,241,415,1,2024-04-20
767,1971,147,2,2023-08-06
768,113,504,4,2025-10-28
769,965,960,5,2024-09-17
770,94,37,5,2024-09-17
771,806,246,4,2023-06-22
772,67,150,5,2023-07-17
773,712,138,4,2024-07-04
774,1668,936,4,2025-11-27
775,1671,283,4,2024-01-13
776,1568,448,4,2023-11-14
777,684,727,5,2023-08-03
778,1413,134,5,2025-09-22
779,752,660,5,2024-07-07
780,1714,275,1,2024-02-24
781,1956,14,3,2024-03-10
782,1030,731,5,2024-12-12
783,1614,997,3,2025-12-18
784,1841,868,2,2025-06-30
785,722,4,3,2025-07-02
786,1280,27,5,2023-08-07
787,981,398,5,2024-07-12
788,1399,14,3,2023-10-07
789,420,465,4,2023-08-20
790,1473,693,5,2024-01-01
791,736,870,4,2024-12-26
792,436,393,5,2026-01-22
793,948,372,4,2025-05-07
794,913,779,4,2025-04-17
795,1842,990,3,2024-11-20
796,1213,52,2,2024-02-05
797,1744,726,4,2026-04-08
798,1241,461,4,2026-03-18
799,338,386,4,2023-09-21
800,284,481,5,2026-05-19
801,263,307,5,2024-07-13
802,1346,330,4,2024-02-06
803,328,58,3,2025-04-28
804,510,260,4,2024-06-28
805,402,760,4,2023-12-19
806,1368,352,4,2025-08-11
807,707,441,4,2025-09-01
808,1691,387,2,2023-10-26
809,627,878,5,2023-07-28
810,203,705,4,2024-05-02
811,1902,423,3,2024-02-24
812,1075,214,4,2023-09-14
813,933,460,5,2024-09-30
814,1864,326,4,2023-08-19
815,1646,750,4,2024-03-13
816,581,864,5,2024-05-07
817,878,570,4,2024-02-11
818,474,465,4,2025-12-02
819,248,700,4,2024-05-09
820,345,305,5,2023-08-19
821,1384,169,3,2023-12-30
822,845,78,5,2023-12-17
823,539,39,3,2025-09-20
824,1903,545,5,2026-04-06
825,574,918,4,2025-01-02
826,93,583,3,2025-02-10
827,644,189,3,2023-08-14
828,869,105,2,2023-07-19
829,581,345,5,2025-10-12
830,1425,233,5,2023-06-08
831,1568,383,2,2025-09-14
832,1469,433,5,2024-01-15
833,260,543,4,2023-08-04
834,1989,166,5,2026-04-25
835,928,773,5,2024-03-15
836,749,555,4,2025-06-30
837,948,916,4,2024-07-18
838,1106,615,5,2025-12-26
839,365,582,4,2024-07-11
840,1731,64,5,2024-03-22
841,1153,672,2,2025-06-07
842,1200,757,3,2024-09-09
843,1621,692,3,2024-06-12
844,121,462,3,2024-12-02
845,1561,814,4,2024-07-28
846,1762,515,3,2025-06-28
847,1011,28,4,2024-08-09
848,258,161,5,2025-03-23
849,493,877,5,2026-05-09
850,6,484,5,2023-08-28
851,1704,869,2,2023-07-19
852,1710,372,4,2024-06-19
853,1077,354,4,2024-04-28
854,1362,647,1,2025-07-12
855,727,712,3,2026-02-08
856,92,232,5,2024-03-27
857,1666,745,3,2023-07-09
858,916,840,5,2026-02-10
859,1144,737,1,2024-11-01
860,1885,908,5,2024-08-24
861,9,630,5,2025-08-22
862,87,305,5,2024-05-07
863,138,761,4,2023-07-20
864,1301,279,3,2024-05-20
865,751,325,4,2025-02-01
866,1105,849,2,2026-02-12
867,1282,514,1,2024-12-30
868,1363,624,4,2023-10-08
869,409,571,4,2025-06-24
870,1431,998,4,2023-12-26
871,1993,502,5,2025-02-11
872,908,523,1,2024-07-21
873,401,565,5,2025-05-17
874,752,673,5,2024-01-01
875,1973,140,1,2025-10-28
876,1247,569,5,2024-06-09
877,195,664,4,2023-11-21
878,1673,730,5,2025-11-08
879,1162,572,4,2023-09-02
880,414,450,1,2025-02-26
881,829,36,4,2026-01-26
882,631,374,4,2024-10-14
883,1033,932,5,2025-04-23
884,1376,887,4,2025-12-22
885,818,987,3,2024-05-26
886,367,565,5,2025-10-12
887,498,948,4,2026-03-06
888,436,608,5,2025-04-22
889,1417,606,4,2024-07-03
890,871,175,4,2023-07-20
891,1641,850,2,2026-01-31
892,1186,109,4,2024-08-10
893,1772,878,3,2025-08-16
894,1871,854,4,2023-11-27
895,774,633,3,2026-02-28
896,1666,303,5,2025-09-01
897,1203,706,4,2025-08-23
898,385,651,4,2024-11-04
899,766,370,5,2023-08-13
900,976,172,4,2024-10-18
901,620,98,4,2024-03-05
902,1609,57,4,2026-04-04
